LexGram	Gloss1	Gloss2	GramCat	VarPron	GramStr	SemF	Syn	Samples	Comm	NSC	Coll	Lang1	Lang2	Date	Rec	Doc	Nbk	Strg	Date added
bwa pokʰwa hi ne ta aʁi	the man takes the bone		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa klɔ xɔθa	the man cut open the coconut		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa kwi taʔaʁi	the man throws the bone		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa kwi taʔaʁi sʰu tʰwi ʔaʔo	the man throws the bone to the dog 		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa lɛ hasʰu d͡ʒoː	the man visits the school		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa pʰa xɔθa lə xe ʔaʔɪʔ	the man opened the coconut with a sharp knife		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa tʰinɛ̃ pɛlɔke	the man found a piece of glass		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa tʰinɛ̃ xɔθa	the man found a coconut		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa xɛkɔpluwe d͡ʒipʊ	the man runs through the field		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa ʔɪ kwakatekatɔ tapʰomɛ̃	the man takes care of the plant		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pokʰwa θu xe ʔaʔĕʔ	the man used the sharp knife		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pomu aθapwaː ʔɛ pʰɔ	the old woman likes flowers		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pomu ənɔ̃θole	the woman drives a car		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pomu ənɔ̃θole ʔaɓɔː	the woman drives a yellow car 		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pomu pʰo	girl		noun			people				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pomu pʰo hitʰɔ kʰlobɔlɛ	the girl took the seashell		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pomu pʰo hitʰɔ kʰlobɔlɛ lʌ mɛ̃ʔ pʰɔkʰo	the girl took the seashell from the sand		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pomu pwɪ pʰɔ apʰɔ kisʰe	the woman bought ten flowers		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa pomu tɔ xa ʌxʌ	the woman carries the heavy basket on her head  		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa taɰa	one person 		phrase			people				TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa taɰa	person		noun			people				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa taɰa olʌ no bo	there is one person in the lake		phrase							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
bwa taɰa oʔ pʰɛlɛ	where is the person?		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa taɰa pwe d͡ʒi kibeʔ	the person buys two fields		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa taɰa ʔɔ tadiʔ	the person eats the egg		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa taɰa ʔɔ tadiʔ t͡ʃɛθu	the person eats a fried egg		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa taɰa ʔɔ t͡ʃʰɔdi t͡ʃɛθu	the person eats a fried chicken egg		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa tɛta do	the person talks loudly		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa tʰɒ	tall person		phrase				bwa ʔatʰɒ or bwa nɔtʰɒ			NB	LLF			9/24/2012	MonSept24Classroom		1	Computer & 32GB Flashdrive	Fall 2012
bwa tɰatɛwɛ ɰɔlaɰe	the person says good morning		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa ʔatʰɒ	tall person		phrase				bwa nɔtʰɒ			NB	LLF			9/24/2012	MonSept24Classroom		1	Computer & 32GB Flashdrive	Fall 2012
ɔblɛ́ ɔsɛ́	leftover		noun	ablɛ́ asɛ́ʔ						ETP	LLF			9/17/2012	MonSept17of2012Classroom		1	Computer & 32GB Flashdrive	Fall 2012
daθɔ	one day		phrase			time				TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
dɔ	and		conjunction							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
dɔ	with		adposition							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
dɔ	with		adposition							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɗɔ	pointy knife		noun							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɗɔ dəʔɪba	unsharp		adjective							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
dɔ jə dɔpʰuʔɛmʊ	with my sister		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
ɗɔ lutəkʊ	dull knife		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɗɔ ʔaʔe	sharp pointy knife		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɗɔ ʔɪʔ	sharp knife		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɗɔː	knife		noun							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɗɔː klɔlɔɾa	chopping knife		noun				ɗɔː ʃɔlɔɾa			TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɗɔː ʃɔlɔɾa	chopping knife		noun				ɗɔː klɔlɔɾa			TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɗɔː ʃɔlɔɾa	steak knife		noun							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
dɔːdu	many		adjective							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
dɔbeʔ	whole/entire		adjective							TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
dɔpʰuʔɛkʰwaː	brother		noun			people				NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
dɔpʰuʔɛmʊ	sister		noun			people				NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
de	frog		noun			animals				TS	LLF			9/5/2012	Session1OfficeMsTriSaPart2		1	Computer & 32GB Flashdrive	Fall 2012
de pʰa	male frog		phrase			animals				TS	LLF			9/5/2012	Session1OfficeMsTriSaPart2		1	Computer & 32GB Flashdrive	Fall 2012
de pʰo	young frog		phrase			animals				TS	LLF			9/5/2012	Session1OfficeMsTriSaPart2		1	Computer & 32GB Flashdrive	Fall 2012
deːθəpʰʌ	pot/pan		noun			house,food				ETP	LLF			9/17/2012	MonSept17of2012OfficeMrPweeAmyLuciaGunnar		1	Computer & 32GB Flashdrive	Fall 2012
dekʰwa	younger brother 		noun			people				NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
dəkwa	glass		noun							ETP	LLF			9/17/2012	MonSept17of2012Classroom		1	Computer & 32GB Flashdrive	Fall 2012
demʊ	younger sister		noun			people				NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
depʰo	younger brother		noun			people				NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
dəsʰʊba	unsweet 		adjective			food				TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
dətʰu	one (plant) 		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
dɛ	belly button		noun			body				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
dɛ	little house		noun			house				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
diθa	cucumber		noun			food,plants				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
diθaθiθoː	raw cucumber		phrase			plants,food				NB	LLF			10/1/2012	MonOct1of2012Classroom2pm		1	Computer & 32GB Flashdrive	Fall 2012
do	loudly		adverb							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
dolɛ	type		verb							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
du	CLASSIFIER	used with four-legged animal	classifier							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
dʌ	room		noun			house,buildings				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒɔ	carry (with hand grasping)		verb							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒi	run		verb							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒi kibeʔ	two fields		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒi kilɔ	two fields (as in two places) 		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒɪdʌ	wallet		noun			money				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒipʊ	field	field with no trees 	noun	t͡ʃipʊ		nature				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒoː	school		noun			locations,work				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒodɔ	carry		verb				sowɛ			TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒoθɾa lɛhasu d͡ʒo lɔsʰɔ θəplʌ	the teacher visits three different schools		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒoθɾaː	teacher 		noun			people				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒoθɾaː d͡ʒodɔ χa	the teacher carries the basket		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒoθɾaː sowɛ xa ʌxʌ	the teacher carries the heavy basket		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
d͡ʒu	fly		verb	ju						TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
fɾɛ̃t͡ʃ	France		noun, proper			locations				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
gɔlawa	English 	English language	noun							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
gɔlawako	white, English speaker	Can refer to a Canadian, American, Australian, English	noun			people				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
gəmẽsiso	bird talk/singing		verb			animals				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ɣi	bone		noun			nature,body				ETP	LLF			9/17/2012	MonSept17of2012Classroom		1	Computer & 32GB Flashdrive	Fall 2012
gsʁegsʁɔ	clean		adjective	ksʁeksʁɔ						ETP	LLF			9/17/2012	MonSept17of2012OfficeMrPweeAmyLuciaGunnar		1	Computer & 32GB Flashdrive	Fall 2012
ɣuθæ	uncooked rice		noun			food				TS	LLF			10/1/2012	MonOct1of2012Classroom2pm		1	Computer & 32GB Flashdrive	Fall 2012
ha	walk		verb			transportation				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
hɒ	crying		noun			emotions				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
haː	walk		verb			transportation				TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
hasʰu	visit		verb							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
hatʰɔ	leave		verb							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
he	spicy		adjective	ahe		food				TS	LLF			10/1/2012	MonOct1of2012Classroom2pm		1	Computer & 32GB Flashdrive	Fall 2012
heː	give		verb							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
hɛlikɔptʰə	helicopter		noun			transportation				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
hɛlikɔptʰə d͡ʒu sʰu tasʰahiʔ	the helicopter flies to the hospital		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
hɛxɔ	come on	used to call someone "come one!"	verb							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
hi	take		verb							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
hiː	take		verb							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
hitʰɔ	take		verb							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
hiʔ	house		noun			house,locations				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
hɪʔ	house		noun			house,locations				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
hiʔ mə̃nʌle neθu te θɔkʰɔɾalɛ	what house are you talking about?		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
hiʔ oʔpʰɛlɛ	where is the house?		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
ja	me		pronoun							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
jɔʔ	carry (on shoulder)		verb							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je	I 		pronoun	ʝe						ETP	LLF			9/17/2012	MonSept17of2012Classroom		1	Computer & 32GB Flashdrive	Fall 2012
jə	I		pronoun	je						TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
jə  pʰɔtʰi lʌ no bo lʌ mũnakʰɔ	I swim in the lake at night		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
je blʊlɔkoθu	I serve		phrase							TS	LLF			10/1/2012	MonOct1of2012Classroom2pm		1	Computer & 32GB Flashdrive	Fall 2012
jə depʰo	my younger brother		phrase			people				NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
je dolɛ	I type		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə haʔ	I walk		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə heː kopʰɔθa su taʔɯ	I give the pie to the monkey		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
je kʰwe pʰudaː	I sweep the floor		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je kʰwɛ	I sweep		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je kʰwɛ takamũ lʌ pʰudakʰo	I sweep the dust from the floor		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je klɔ dɔ ɗɔ	I cut with a knife		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je klɔlɔː pʰɔθa dɔ ɗɔ	I cut the apple with a knife		phrase			food				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je klɔlɔː θabaːwɔti təpʰlʌ	I chop one carrot		phrase			food				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je kona konidɛlɔ	I call every day		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
je lɔɰa dɔ je mɔ̃	I look like my mother		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
ʝe lulɑ́	I pour		phrase							ETP	LLF			9/17/2012	MonSept17of2012Classroom		1	Computer & 32GB Flashdrive	Fall 2012
jə makalɔkwɪ taθelɔkʰɔ ʔalɔ	I empty the sink		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə makaʃɔ sʰɔnɔ̃ko	I clean the table		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə makaʃɔɾaː	I clean		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə mapʰwe taθetaʔalɔ	I fill the sink		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə mapʰwe taθetaʔalɔ lətʰi	I fill the sink with water		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
ʝə pʰɔtʰi	I swim		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
jə pʰɔtʰi dɔ jə dɔpʰuʔemʊ	I swim with my sister		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
jə pʰɔtʰi dɔ jə dɔpʰuʔɛmʊ lʌ mũnãkʰɔ	I swim with my sister at night		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
jə pʰɔtʰi lə no bo dɔ jə dɔpʰuʔɛmʊ	I swim in the lake with my sister		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
jə pʰɔtʰi lə no bo dɔ jə demʊ	I swim in the lake with my younger sister		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
jə pʰɔtʰi lə no bo dɔ jə nɔː	I swim in the lake with my older sister		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
ʝə pʰɔtʰi lʌ no bo	I swim in the lake		phrase							NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
je pʰo ʔɔta	I cook		phrase			food				ETP	LLF			9/17/2012	MonSept17of2012OfficeMrPweeAmyLuciaGunnar		1	Computer & 32GB Flashdrive	Fall 2012
je pwo tʰi	I swim		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
je pwo tʰi lə munakʰɔ	I swim at night		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə pwotʰi lə no bo lə munakʰɔ	I swim in the lake at night		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə pwotʰi lə no bu komũnãdɛ	I swim in the lake every night		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
je ʃʊ taʔɔ	I serve food (to customer)		phrase			food				TS	LLF			10/1/2012	MonOct1of2012Classroom2pm		1	Computer & 32GB Flashdrive	Fall 2012
jə təmẽ	I am not		phrase							NB	LLF			10/31/2012	WedOct314pmMrNayBluHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
jə təmẽ jə mõ ba	I am not my mother		phrase							NB	LLF			10/31/2012	WedOct314pmMrNayBluHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
jə tʰi	I see		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə t͡ʃɔ	my older brother		phrase			people				NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
jə tusu jə hi	I arrive at my house		phrase			house,locations				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə ʔɔ	I drink		phrase			food				TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
jə ʔɔ kɔfi	I drink coffee		phrase			food				TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
je ʔɔʔ	I eat		phrase			food				TS	LLF			10/1/2012	MonOct1of2012Classroom2pm		1	Computer & 32GB Flashdrive	Fall 2012
ʝe ʔeba	I am in love		phrase			emotions				NB	LLF			10/31/2012	WedOct314pmMrNayBluHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
je ʔɛ hɛlikɔptʰə	I like helicopters		phrase			transportation				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə ʔɛ taʔɯ	I like monkeys		phrase			animals				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə ʔo do tatamimi	I have something		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
je ʔobweː	I take a break		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je ʔobweː lʌ jə makaʃɔ taθetaʔalɔ	I take a break from cleaning the sink		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
je ʔobweː lʌ jə makaʃɔɾaː	I take a break from cleaning		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
jə ʔoʔ	I have		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
je θakʊ	I am happy		phrase			emotions				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
ʝe θakʊ	I am happy (in general) 		phrase			emotions				NB	LLF			10/31/2012	WedOct314pmMrNayBluHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
